chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr15	90631810	90631989	180	.	0.572222	3465.355556	0.9184	0.807791	0.97078	3048	3663	0	7638
chr17	7572918	7573018	101	.	0.485149	3592.90099	0.952202	0.888093	1.006028	3351	3796	0	5968
chr17	7573896	7574043	148	.	0.628378	4116.871622	1.091067	1.048432	1.121844	3956	4233	0	8287
chr17	7576841	7577170	330	.	0.530303	4021.387879	1.065761	1.009209	1.138275	3808	4295	0	13830
chr17	7577451	7577660	210	.	0.585714	3776.052381	1.000742	0.709202	1.204266	2676	4544	0	9295
chr17	7578116	7578570	455	.	0.586813	4095.248352	1.085336	1.015304	1.145961	3831	4324	0	17431
chr17	7579266	7579600	335	.	0.59403	3240.868657	0.858906	0.706287	1.118398	2665	4220	0	11645
chr17	7579666	7579731	66	.	0.530303	1552.909091	0.411557	0.322268	0.464851	1216	1754	0	2502
chr17	7579826	7579922	97	.	0.546392	3133.886598	0.830553	0.785264	0.863976	2963	3260	0	5304
chr17	37868172	37868310	139	.	0.582734	3742.021583	0.991723	0.937387	1.02246	3537	3858	0	7374
chr17	37879563	37879720	158	.	0.613924	3102.911392	0.822344	0.638971	0.945603	2411	3568	0	6302
chr17	37880970	37881174	205	.	0.590244	3851.170732	1.02065	0.947458	1.064864	3575	4018	0	9455
chr17	73775141	73775155	15	.	0.666667	4030.4	1.06815	1.057708	1.077585	3991	4066	0	4435
chr18	48586227	48586296	70	.	0.442857	3120.942857	0.827123	0.750281	0.870867	2831	3286	0	4522
chr18	48591784	48591986	203	.	0.44335	3749.881773	0.993806	0.909825	1.060093	3433	4000	0	8892
chr18	48593380	48593567	188	.	0.457447	2667.079787	0.706838	0.568475	0.748956	2145	2826	0	5684
chr18	48602999	48603156	158	.	0.544304	3311.556962	0.87764	0.807791	0.955409	3048	3605	0	7355
chr18	48604617	48604847	231	.	0.480519	3986.484848	1.056511	1.000728	1.094811	3776	4131	0	10580
chr19	3114933	3115080	148	.	0.641892	3204.932432	0.849382	0.669979	0.941893	2528	3554	0	6258
chr19	3118913	3119061	149	.	0.590604	4103.053691	1.087405	1.02935	1.120783	3884	4229	0	8334
chr20	57484396	57484488	93	.	0.494624	4166.064516	1.104104	1.045782	1.138805	3946	4297	0	6513
