chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr4	55592045	55592244	200	.	0.395	45.935	1.571137	1.026105	2.736279	30	80	0	82
chr4	55593423	55593513	91	.	0.351648	43.868132	1.500443	1.299732	1.983802	38	58	0	62
chr4	55593517	55593688	172	.	0.372093	41.27907	1.411888	0.78668	1.983802	23	58	0	91
chr4	55594146	55594261	116	.	0.396552	19.198276	0.656648	0.547256	0.718273	16	21	0	21
chr4	55595495	55595665	171	.	0.362573	28.906433	0.988701	0.649866	1.57336	19	46	0	47
chr4	55597458	55597617	160	.	0.43125	38.61875	1.320896	0.889291	1.881192	26	55	0	55
chr4	55599261	55599358	98	.	0.367347	27.05102	0.925239	0.889291	0.957698	26	28	0	31
chr4	55602666	55602766	101	.	0.445545	23.960396	0.819529	0.68407	0.923494	20	27	0	30
chr4	55946081	55946138	58	.	0.551724	40.810345	1.395856	1.368139	1.436546	40	42	0	42
chr4	55946227	55946270	44	.	0.590909	40.568182	1.387573	1.333936	1.402343	39	41	0	42
chr4	55953740	55953843	104	.	0.5	43.403846	1.484563	1.402343	1.504953	41	44	0	44
chr4	55955086	55955172	87	.	0.505747	12	0.410442	0.410442	0.410442	12	12	0	12
chr4	55960946	55961033	88	.	0.522727	19.659091	0.672409	0.615663	0.68407	18	20	0	20
chr4	55962480	55962580	101	.	0.455446	21.118812	0.722337	0.649866	0.752477	19	22	0	22
chr4	55972947	55973028	82	.	0.329268	16	0.547256	0.547256	0.547256	16	16	0	16
chr4	55979552	55979636	85	.	0.4	17.023529	0.582264	0.581459	0.649866	17	19	0	19
chr4	55980324	55980393	70	.	0.357143	10	0.342035	0.342035	0.342035	10	10	0	10
chr4	153245379	153245470	92	.	0.402174	18.782609	0.642431	0.547256	0.68407	16	20	0	20
chr4	153247271	153247374	104	.	0.471154	24.298077	0.831079	0.718273	0.923494	21	27	0	31
chr4	153249376	153249478	103	.	0.436893	18.864078	0.645217	0.615663	0.68407	18	20	0	22
chr4	153250844	153250918	75	.	0.346667	27.253333	0.932159	0.923494	0.991901	27	29	0	29
chr4	153258969	153259122	154	.	0.344156	24.324675	0.831989	0.444645	1.231325	13	36	0	40
chr5	112173875	112173970	96	.	0.46875	15	0.513052	0.513052	0.513052	15	15	0	15
chr5	112174574	112174677	104	.	0.423077	13.846154	0.473587	0.444645	0.478849	13	14	0	14
chr5	112175157	112175261	105	.	0.419048	18.67619	0.638791	0.547256	0.649866	16	19	0	19
chr5	112175324	112175432	109	.	0.486239	24.183486	0.82716	0.820884	0.889291	24	26	0	26
chr5	112175571	112175711	141	.	0.460993	70.06383	2.396427	1.333936	3.249331	39	95	0	100
chr5	112175747	112175839	93	.	0.419355	31.655914	1.082743	0.855087	1.402343	25	41	0	43
chr5	112175899	112175972	74	.	0.337838	37.283784	1.275235	0.855087	2.223227	25	65	0	65
chr5	112175979	112176076	98	.	0.336735	37.102041	1.269019	0.923494	1.949599	27	57	0	69
chr5	149433597	149433692	96	.	0.59375	16	0.547256	0.478849	0.581459	14	17	0	17
chr5	149452993	149453083	91	.	0.549451	26.725275	0.914098	0.889291	0.923494	26	27	0	27
chr5	170837507	170837618	112	.	0.276786	8.794643	0.300807	0	0.307831	0	9	0.008929	9
chr7	55211045	55211113	69	.	0.405797	20.507246	0.701419	0.649866	0.718273	19	21	0	21
chr7	55221798	55221866	69	.	0.608696	22	0.752477	0.752477	0.752477	22	22	0	22
chr7	55233013	55233121	109	.	0.614679	23.972477	0.819942	0.78668	0.820884	23	24	0	24
chr7	55241633	55241724	92	.	0.51087	20.641304	0.706005	0.68407	0.718273	20	21	0	21
chr7	55242388	55242540	153	.	0.464052	39.254902	1.342654	0.820884	1.744378	24	51	0	57
chr7	55249000	55249090	91	.	0.681319	48.10989	1.645526	1.402343	2.770482	41	81	0	87
chr7	55249124	55249213	90	.	0.533333	57.433333	1.96442	1.812785	2.702075	53	79	0	82
chr7	55259503	55259567	65	.	0.507692	29.830769	1.020316	0.957698	1.060308	28	31	0	31
chr7	116339604	116339694	91	.	0.56044	28.648352	0.979873	0.889291	1.026105	26	30	0	30
chr7	116340223	116340337	115	.	0.391304	28.504348	0.974948	0.889291	1.026105	26	30	0	39
chr7	116403152	116403246	95	.	0.410526	12	0.410442	0.410442	0.410442	12	12	0	12
chr7	116411898	116411997	100	.	0.45	20.35	0.696041	0.649866	0.752477	19	22	0	24
chr7	116417428	116417520	93	.	0.397849	12.935484	0.442439	0.410442	0.444645	12	13	0	14
chr7	116423409	116423485	77	.	0.38961	17.571429	0.601004	0.513052	0.649866	15	19	0	19
chr7	128845080	128845146	67	.	0.626866	33.925373	1.160366	1.128715	1.162919	33	34	0	34
chr7	128846013	128846082	70	.	0.5	24.971429	0.85411	0.78668	0.889291	23	26	0	28
chr7	128846364	128846421	58	.	0.655172	20	0.68407	0.68407	0.68407	20	20	0	20
chr7	128850274	128850360	87	.	0.574713	25.114943	0.859019	0.855087	0.889291	25	26	0	26
chr7	128851524	128851601	78	.	0.602564	21	0.718273	0.718273	0.718273	21	21	0	21
chr7	140453112	140453194	83	.	0.39759	24.783133	0.84767	0.78668	1.128715	23	33	0	34
chr7	140481386	140481481	96	.	0.46875	37.447917	1.280849	1.162919	1.436546	34	42	0	44
chr7	148508695	148508790	96	.	0.427083	18	0.615663	0.615663	0.615663	18	18	0	18
chr8	38282141	38282220	80	.	0.65	32.6375	1.116316	1.094512	1.162919	32	34	0	35
chr8	38285864	38285973	110	.	0.481818	24	0.820884	0.615663	0.855087	18	25	0	26
chr9	5073719	5073781	63	.	0.380952	12.84127	0.439216	0.410442	0.478849	12	14	0	14
chr9	5078345	5078400	56	.	0.375	9	0.307831	0.307831	0.307831	9	9	0	9
chr9	21970943	21971063	121	.	0.768595	45.942149	1.571382	1.333936	1.675971	39	49	0	54
chr9	21971093	21971210	118	.	0.728814	40.076271	1.370748	1.265529	1.436546	37	42	0	50
chr9	80409418	80409498	81	.	0.432099	20.592593	0.704338	0.649866	0.752477	19	22	0	22
chr9	80412488	80412573	86	.	0.523256	15.616279	0.534131	0.478849	0.547256	14	16	0	16
chr9	133738306	133738385	80	.	0.625	23.2125	0.793948	0.752477	0.855087	22	25	0	26
chr9	133747483	133747579	97	.	0.42268	26.360825	0.901632	0.855087	0.923494	25	27	0	27
chr9	133748239	133748354	116	.	0.612069	44.241379	1.513209	1.47075	1.57336	43	46	0	48
chr9	133748388	133748503	116	.	0.603448	40.465517	1.384062	1.299732	1.402343	38	41	0	43
chr9	133750309	133750403	95	.	0.568421	13	0.444645	0.444645	0.444645	13	13	0	13
chr9	135781030	135781083	54	.	0.462963	24	0.820884	0.820884	0.820884	24	24	0	24
chr9	139390787	139390878	92	.	0.717391	28.826087	0.985953	0.957698	1.060308	28	31	0	31
chr9	139397766	139397879	114	.	0.692982	32.377193	1.107413	1.026105	1.162919	30	34	0	34
chr9	139399343	139399445	103	.	0.708738	39.291262	1.343898	1.197122	1.402343	35	41	0	41
chr10	43609031	43609110	80	.	0.625	20.125	0.688345	0.649866	0.718273	19	21	0	21
chr10	43609875	43609969	95	.	0.684211	59.810526	2.045728	1.778581	2.291634	52	67	0	73
chr10	43610030	43610101	72	.	0.638889	54.263889	1.856014	1.778581	1.881192	52	55	0	56
chr10	43613803	43613894	92	.	0.565217	22.293478	0.762515	0.615663	0.820884	18	24	0	24
chr10	43615565	43615637	73	.	0.493151	18.712329	0.640027	0.615663	0.649866	18	19	0	19
chr10	43617386	43617452	67	.	0.402985	24.746269	0.846409	0.820884	0.923494	24	27	0	28
chr10	89624191	89624314	124	.	0.443548	41.193548	1.408963	1.299732	1.436546	38	42	0	42
chr10	89653783	89653869	87	.	0.344828	27.758621	0.949442	0.889291	0.957698	26	28	0	28
chr10	89685246	89685334	89	.	0.235955	14.393258	0.4923	0.478849	0.513052	14	15	0	16
chr10	89690765	89690848	84	.	0.297619	17.22619	0.589196	0.513052	0.649866	15	19	0	20
chr10	89692771	89693008	238	.	0.403361	38.840336	1.328475	0.649866	2.394244	19	70	0	76
chr10	89711857	89712023	167	.	0.401198	34.101796	1.1664	0.820884	1.710174	24	50	0	54
chr10	89717592	89717776	185	.	0.427027	31.454054	1.075838	0.718273	1.710174	21	50	0	53
chr10	89720571	89720700	130	.	0.215385	8.2	0.280469	0.068407	0.307831	2	9	0	15
chr10	89720776	89720879	104	.	0.298077	28.576923	0.97743	0.923494	1.060308	27	31	0	32
chr10	89725042	89725142	101	.	0.435644	12.336634	0.421956	0.410442	0.444645	12	13	0	13
chr10	123257974	123258060	87	.	0.425287	10.83908	0.370734	0.342035	0.410442	10	12	0	15
chr10	123274767	123274846	80	.	0.475	14.5375	0.497233	0.478849	0.513052	14	15	0	15
chr10	123279483	123279564	82	.	0.54878	43.536585	1.489103	1.402343	1.846988	41	54	0	54
chr10	123279605	123279687	83	.	0.638554	29.409639	1.005912	0.957698	1.197122	28	35	0	37
chr11	533794	533903	110	.	0.609091	22.036364	0.75372	0.68407	0.78668	20	23	0	23
chr11	534239	534348	110	.	0.636364	27.763636	0.949613	0.820884	1.026105	24	30	0	31
chr11	108117765	108117853	89	.	0.348315	15	0.513052	0.513052	0.513052	15	15	0	15
chr11	108119809	108119896	88	.	0.295455	12	0.410442	0.410442	0.410442	12	12	0	12
chr11	108123506	108123573	68	.	0.308824	11	0.376238	0.376238	0.376238	11	11	0	11
chr11	108137955	108138045	91	.	0.384615	17.912088	0.612656	0.581459	0.615663	17	18	0	18
chr11	108155083	108155177	95	.	0.410526	24	0.820884	0.820884	0.820884	24	24	0	24
chr11	108170466	108170629	164	.	0.359756	23.719512	0.81129	0.478849	1.265529	14	37	0	37
chr11	108172343	108172442	100	.	0.35	10	0.342035	0.342035	0.342035	10	10	0	10
chr11	108173633	108173795	163	.	0.312883	28.337423	0.969239	0.513052	1.402343	15	41	0	41
chr11	108180903	108180969	67	.	0.358209	13.029851	0.445666	0.444645	0.478849	13	14	0	15
chr11	108200908	108200990	83	.	0.39759	15	0.513052	0.513052	0.513052	15	15	0	15
chr11	108204634	108204693	60	.	0.316667	12	0.410442	0.410442	0.410442	12	12	0	12
chr11	108205713	108205821	109	.	0.376147	15	0.513052	0.513052	0.513052	15	15	0	15
chr11	108206520	108206620	101	.	0.356436	8	0.273628	0.273628	0.273628	8	8	0	8
chr11	108218041	108218142	102	.	0.27451	11.970588	0.409436	0.342035	0.444645	10	13	0	13
chr11	108225545	108225635	91	.	0.318681	16.659341	0.569808	0.547256	0.991901	16	29	0	30
chr11	108236040	108236231	192	.	0.442708	37.130208	1.269983	0.991901	2.052209	29	60	0	61
chr12	25378559	25378661	103	.	0.359223	18.592233	0.635919	0.615663	0.68407	18	20	0	21
chr12	25380264	25380360	97	.	0.453608	28.546392	0.976386	0.78668	1.060308	23	31	0	31
chr12	25398217	25398311	95	.	0.421053	14.294737	0.48893	0.478849	0.581459	14	17	0	17
chr12	112888115	112888229	115	.	0.417391	30.982609	1.059713	0.855087	1.162919	25	34	0	38
chr12	112926835	112926937	103	.	0.514563	18.92233	0.64721	0.615663	0.649866	18	19	0	19
chr12	121431383	121431571	189	.	0.608466	78.867725	2.697551	1.436546	5.711982	42	167	0	174
chr12	121431988	121432154	167	.	0.676647	34.197605	1.169677	0.581459	1.607564	17	47	0	48
chr13	28592607	28592708	102	.	0.509804	23	0.78668	0.78668	0.78668	23	23	0	23
chr13	28602282	28602383	102	.	0.509804	16.892157	0.577771	0.547256	0.615663	16	18	0	18
chr13	28608227	28608321	95	.	0.378947	11	0.376238	0.376238	0.376238	11	11	0	11
chr13	28610106	28610206	101	.	0.465347	28.841584	0.986483	0.957698	1.026105	28	30	0	30
chr13	48919223	48919299	77	.	0.285714	17.597403	0.601893	0.581459	0.615663	17	18	0	18
chr13	48923124	48923213	90	.	0.188889	10	0.342035	0.342035	0.342035	10	10	0	10
chr13	48936960	48937013	54	.	0.5	17.12963	0.585893	0.581459	0.820884	17	24	0	24
chr13	48941593	48941676	84	.	0.25	18	0.615663	0.615663	0.615663	18	18	0	18
chr13	48942650	48942722	73	.	0.328767	20.123288	0.688287	0.68407	0.820884	20	24	0	24
chr13	48953702	48953767	66	.	0.318182	17	0.581459	0.581459	0.581459	17	17	0	17
chr13	48955484	48955568	85	.	0.352941	12	0.410442	0.410442	0.410442	12	12	0	12
chr13	49027104	49027182	79	.	0.303797	12.518987	0.428193	0.410442	0.444645	12	13	0	13
chr13	49033828	49033935	108	.	0.481481	12	0.410442	0.410442	0.410442	12	12	0	12
chr13	49037827	49037928	102	.	0.254902	9	0.307831	0.307831	0.307831	9	9	0	9
chr13	49039148	49039246	99	.	0.343434	15.949495	0.545528	0.513052	0.547256	15	16	0	16
chr13	49039366	49039419	54	.	0.481481	15	0.513052	0.513052	0.513052	15	15	0	15
chr14	105241440	105241523	84	.	0.583333	20.488095	0.700764	0.68407	0.718273	20	21	0	21
chr14	105246448	105246553	106	.	0.584906	29.40566	1.005776	0.957698	1.060308	28	31	0	33
chr15	66727424	66727522	99	.	0.545455	28.656566	0.980154	0.889291	1.060308	26	31	0	34
chr15	66729086	66729189	104	.	0.509615	19.028846	0.650853	0.581459	0.78668	17	23	0	24
chr15	66774120	66774198	79	.	0.607595	23	0.78668	0.78668	0.78668	23	23	0	23
chr15	66777341	66777447	107	.	0.560748	28.775701	0.984229	0.889291	1.060308	26	31	0	31
chr15	66782823	66782935	113	.	0.504425	25.752212	0.880815	0.718273	0.923494	21	27	0	28
chr15	90631743	90631846	104	.	0.663462	42.798077	1.463843	0.991901	2.15482	29	63	0	67
chr15	90631908	90631970	63	.	0.507937	42.777778	1.463149	1.162919	1.607564	34	47	0	47
chr16	68835605	68835681	77	.	0.480519	15	0.513052	0.513052	0.513052	15	15	0	15
chr16	68846033	68846147	115	.	0.504348	24.486957	0.837539	0.752477	0.855087	22	25	0	26
chr16	68847214	68847319	106	.	0.537736	22	0.752477	0.752477	0.752477	22	22	0	22
chr17	7572919	7573014	96	.	0.489583	18.072917	0.618157	0.581459	0.649866	17	19	0	19
chr17	7573893	7574042	150	.	0.626667	58.38	1.9968	1.231325	2.667872	36	78	0	78
chr17	7576484	7576693	210	.	0.32381	31.371429	1.073012	0.752477	1.778581	22	52	0	55
chr17	7576816	7576962	147	.	0.455782	51.734694	1.769507	0.889291	2.189023	26	64	0	67
chr17	7577011	7577188	178	.	0.55618	59.275281	2.027421	0.991901	2.838889	29	83	0	88
chr17	7577453	7577627	175	.	0.571429	55.057143	1.883146	1.128715	2.873093	33	84	0	86
chr17	7578145	7578556	412	.	0.587379	120.216019	4.111807	0.957698	7.319546	28	214	0	375
chr17	7579289	7579596	308	.	0.603896	69.074675	2.362595	1.47075	3.659773	43	107	0	171
chr17	7579701	7579768	68	.	0.441176	16.220588	0.554801	0.513052	0.581459	15	17	0	17
chr17	7579833	7579930	98	.	0.561224	34.602041	1.18351	1.094512	1.231325	32	36	0	36
chr17	37868187	37868267	81	.	0.592593	27	0.923494	0.923494	0.923494	27	27	0	27
chr17	37880215	37880324	110	.	0.545455	23.318182	0.797563	0.649866	0.820884	19	24	0	24
chr17	37880968	37881030	63	.	0.603175	50.920635	1.741663	1.333936	1.881192	39	55	0	55
chr17	37881285	37881366	82	.	0.621951	49.512195	1.69349	1.641767	1.710174	48	50	0	52
chr18	48575122	48575193	72	.	0.277778	19.069444	0.652241	0.649866	0.820884	19	24	0	24
chr18	48575579	48575679	101	.	0.237624	5	0.171017	0.171017	0.171017	5	5	0	5
chr18	48581189	48581282	94	.	0.468085	23	0.78668	0.78668	0.78668	23	23	0	23
chr18	48584501	48584595	95	.	0.547368	23.663158	0.809362	0.78668	0.820884	23	24	0	25
chr18	48586259	48586344	86	.	0.348837	16.953488	0.579868	0.547256	0.615663	16	18	0	18
chr18	48591819	48591929	111	.	0.432432	26.63964	0.911169	0.820884	0.957698	24	28	0	30
chr18	48593403	48593507	105	.	0.485714	38.2	1.306573	1.162919	1.333936	34	39	0	39
chr18	48603029	48603120	92	.	0.641304	17.826087	0.609714	0.547256	0.615663	16	18	0	18
chr18	48604664	48604797	134	.	0.492537	34.828358	1.191251	0.718273	1.436546	21	42	0	44
chr19	1207005	1207104	100	.	0.64	20.67	0.706986	0.649866	0.718273	19	21	0	21
chr19	1220314	1220423	110	.	0.654545	43.654545	1.493138	1.436546	1.539157	42	45	0	47
chr19	1220466	1220574	109	.	0.743119	42.706422	1.460709	1.368139	1.607564	40	47	0	48
chr19	1221229	1221332	104	.	0.596154	16	0.547256	0.547256	0.547256	16	16	0	16
chr19	1223054	1223144	91	.	0.626374	14	0.478849	0.478849	0.478849	14	14	0	14
chr19	3114951	3115047	97	.	0.670103	26.556701	0.908332	0.855087	0.923494	25	27	0	27
chr19	3118936	3119024	89	.	0.58427	25.505618	0.872381	0.820884	0.923494	24	27	0	27
chr19	17945626	17945733	108	.	0.638889	16	0.547256	0.547256	0.547256	16	16	0	16
chr19	17947973	17948078	106	.	0.537736	33.830189	1.15711	1.094512	1.162919	32	34	0	34
chr19	17954131	17954229	99	.	0.626263	13.262626	0.453628	0.444645	0.855087	13	25	0	25
chr20	36031667	36031769	103	.	0.669903	23.553398	0.805608	0.752477	0.820884	22	24	0	24
chr20	57484409	57484483	75	.	0.493333	20.226667	0.691823	0.649866	0.855087	19	25	0	25
chr20	57484555	57484635	81	.	0.617284	42.08642	1.439502	1.402343	1.504953	41	44	0	45
chr22	24133940	24134037	98	.	0.5	25.72449	0.879867	0.752477	0.889291	22	26	0	26
chr22	24143223	24143310	88	.	0.590909	21	0.718273	0.718273	0.718273	21	21	0	21
chr22	24145520	24145598	79	.	0.632911	32.21519	1.101872	1.026105	1.128715	30	33	0	33
chr22	24176261	24176373	113	.	0.690265	47.318584	1.618461	1.504953	1.675971	44	49	0	49
