chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr8	38285864	38285973	110	.	0.481818	3801.1	0.783909	0.606735	0.810698	2942	3931	0	4109
chr9	5073719	5073781	63	.	0.380952	825.698413	0.170285	0.165192	0.171998	801	834	0	843
chr9	5078345	5078400	56	.	0.375	1080.303571	0.222793	0.219637	0.225205	1065	1092	0	1098
chr9	21970943	21971063	121	.	0.768595	20265.289256	4.179352	3.07925	4.302825	14931	20864	0	21157
chr9	21971093	21971210	118	.	0.728814	13787.262712	2.843375	1.748435	2.939631	8478	14254	0	14411
chr9	80409418	80409498	81	.	0.432099	2892.641975	0.596555	0.567757	0.605703	2753	2937	0	2982
chr9	80412488	80412573	86	.	0.523256	1744.162791	0.359702	0.345026	0.365856	1673	1774	0	1809
chr9	133738306	133738385	80	.	0.625	2456.3625	0.506581	0.447317	0.527954	2169	2560	0	2887
chr9	133747483	133747579	97	.	0.42268	2544.247423	0.524705	0.497019	0.532697	2410	2583	0	2642
chr9	133748239	133748354	116	.	0.612069	9023.362069	1.860906	1.707395	1.916102	8279	9291	0	9473
chr9	133748388	133748503	116	.	0.603448	9914.353448	2.044657	1.770502	2.116147	8585	10261	0	10422
chr9	133750309	133750403	95	.	0.568421	4494.694737	0.92695	0.858956	0.942274	4165	4569	0	4686
chr9	135781030	135781083	54	.	0.462963	822.907407	0.16971	0.162717	0.172616	789	837	0	844
chr9	139390787	139390878	92	.	0.717391	1268.195652	0.261543	0.250159	0.265214	1213	1286	0	1323
chr9	139397766	139397879	114	.	0.692982	6268.070175	1.292677	1.063539	1.348551	5157	6539	0	7019
chr9	139399343	139399445	103	.	0.708738	8192.805825	1.689619	1.500544	1.712757	7276	8305	0	8390
chr10	43609031	43609110	80	.	0.625	1309.5125	0.270063	0.25614	0.273876	1242	1328	0	1350
chr10	43609875	43609969	95	.	0.684211	23385.010526	4.822738	0.627358	7.690599	3042	37291	0	38064
chr10	43610030	43610101	72	.	0.638889	33172.25	6.841181	6.316475	6.964249	30628	33769	0	34055
chr10	43613803	43613894	92	.	0.565217	5435	1.120871	0.972178	1.136338	4714	5510	0	5627
chr10	43615565	43615637	73	.	0.493151	464.890411	0.095875	0.092392	0.097754	448	474	0	485
chr10	43617386	43617452	67	.	0.402985	3386.223881	0.698348	0.601166	0.733361	2915	3556	0	4152
chr10	89624191	89624314	124	.	0.443548	10560.556452	2.177925	2.063558	2.219675	10006	10763	0	10944
chr10	89653783	89653869	87	.	0.344828	2454.896552	0.506278	0.474127	0.513518	2299	2490	0	2544
chr10	89685246	89685334	89	.	0.235955	261.853933	0.054003	0.045577	0.055064	221	267	0	269
chr10	89690765	89690848	84	.	0.297619	1780.857143	0.36727	0.343995	0.37493	1668	1818	0	1851
chr10	89692771	89693008	238	.	0.403361	3275.701681	0.675555	0.214688	1.011156	1041	4903	0	9193
chr10	89711857	89712023	167	.	0.401198	3880.45509	0.800274	0.413083	0.956917	2003	4640	0	6770
chr10	89717592	89717776	185	.	0.427027	4304.340541	0.887693	0.639319	1.23698	3100	5998	0	10151
chr10	89720571	89720700	130	.	0.215385	330.930769	0.068249	0.027429	0.093217	133	452	0	589
chr10	89720776	89720879	104	.	0.298077	3554.875	0.733129	0.62612	0.753778	3036	3655	0	3736
chr10	89725042	89725142	101	.	0.435644	1875.683168	0.386826	0.367505	0.391635	1782	1899	0	1923
chr10	123257974	123258060	87	.	0.425287	832.862069	0.171763	0.143125	0.174472	694	846	0	854
chr10	123274767	123274846	80	.	0.475	3081.4625	0.635496	0.591886	0.644888	2870	3127	0	3173
chr10	123279483	123279564	82	.	0.54878	6394.54878	1.318761	1.249354	1.339683	6058	6496	0	7023
chr10	123279605	123279687	83	.	0.638554	2100.240964	0.433137	0.397409	0.440718	1927	2137	0	2203
chr11	533794	533903	110	.	0.609091	1928.536364	0.397726	0.372661	0.405452	1807	1966	0	2007
chr11	534239	534348	110	.	0.636364	1438.854545	0.296738	0.24686	0.304398	1197	1476	0	1506
chr11	108117765	108117853	89	.	0.348315	457.370787	0.094325	0.091155	0.095692	442	464	0	465
chr11	108119809	108119896	88	.	0.295455	1052.477273	0.217055	0.203963	0.219225	989	1063	0	1070
chr11	108123506	108123573	68	.	0.308824	1078.205882	0.222361	0.209326	0.224587	1015	1089	0	1097
chr11	108137955	108138045	91	.	0.384615	1789.065934	0.368963	0.355956	0.373486	1726	1811	0	1846
chr11	108155083	108155177	95	.	0.410526	5874.768421	1.211565	1.146444	1.231618	5559	5972	0	6060
chr11	108170466	108170629	164	.	0.359756	2214.384146	0.456677	0.197158	0.568788	956	2758	0	3821
chr11	108172343	108172442	100	.	0.35	643.28	0.132665	0.123533	0.13467	599	653	0	662
chr11	108173633	108173795	163	.	0.312883	3689.521472	0.760898	0.551671	0.904121	2675	4384	0	8245
chr11	108180903	108180969	67	.	0.358209	525.358209	0.108346	0.105591	0.109922	512	533	0	536
chr11	108200908	108200990	83	.	0.39759	1816.216867	0.374562	0.359462	0.380292	1743	1844	0	1864
chr11	108204634	108204693	60	.	0.316667	1219.316667	0.251462	0.233042	0.257378	1130	1248	0	1279
chr11	108205713	108205821	109	.	0.376147	2046.697248	0.422095	0.391635	0.428756	1899	2079	0	2115
chr11	108206520	108206620	101	.	0.356436	398.613861	0.082207	0.074862	0.083524	363	405	0	407
chr11	108218041	108218142	102	.	0.27451	1450.068627	0.299051	0.287694	0.303574	1395	1472	0	1486
chr11	108225545	108225635	91	.	0.318681	511.175824	0.105421	0.091979	0.11219	446	544	0	555
chr11	108236040	108236231	192	.	0.442708	6677.645833	1.377144	1.122933	1.798137	5445	8719	0	12350
chr12	25378559	25378661	103	.	0.359223	3055.61165	0.630165	0.608591	0.638082	2951	3094	0	3133
chr12	25380264	25380360	97	.	0.453608	3857.649485	0.795571	0.75914	0.808017	3681	3918	0	3958
chr12	25398217	25398311	95	.	0.421053	2092.831579	0.431609	0.413289	0.439274	2004	2130	0	2178
chr12	112888115	112888229	115	.	0.417391	1257.834783	0.259406	0.24191	0.265627	1173	1288	0	1324
chr12	112926835	112926937	103	.	0.514563	928.242718	0.191433	0.165192	0.195714	801	949	0	971
chr12	121431383	121431571	189	.	0.608466	13277.132275	2.73817	1.91837	3.740018	9302	18135	0	24546
chr12	121431988	121432154	167	.	0.676647	979.616766	0.202028	0.043927	0.269958	213	1309	0	1615
chr13	28592607	28592708	102	.	0.509804	4729.009804	0.975273	0.941655	0.990532	4566	4803	0	4870
chr13	28602282	28602383	102	.	0.509804	4113.627451	0.848362	0.776464	0.864525	3765	4192	0	4278
chr13	28608227	28608321	95	.	0.378947	2206.957895	0.455145	0.436593	0.46196	2117	2240	0	2270
chr13	28610106	28610206	101	.	0.465347	3650.792079	0.75291	0.7181	0.765121	3482	3710	0	3765
chr13	48919223	48919299	77	.	0.285714	2938.909091	0.606097	0.551052	0.614984	2672	2982	0	2999
chr13	48923124	48923213	90	.	0.188889	564.311111	0.116379	0.097135	0.119202	471	578	0	584
chr13	48936960	48937013	54	.	0.5	1423.851852	0.293644	0.283157	0.298005	1373	1445	0	1467
chr13	48941593	48941676	84	.	0.25	1177.321429	0.242801	0.234692	0.245829	1138	1192	0	1201
chr13	48942650	48942722	73	.	0.328767	2759.60274	0.569118	0.497225	0.577243	2411	2799	0	2838
chr13	48953702	48953767	66	.	0.318182	3028.318182	0.624536	0.566932	0.63437	2749	3076	0	3117
chr13	48955484	48955568	85	.	0.352941	649.070588	0.133859	0.130957	0.135288	635	656	0	658
chr13	49027104	49027182	79	.	0.303797	3324.78481	0.685677	0.645919	0.694796	3132	3369	0	3396
chr13	49033828	49033935	108	.	0.481481	951.888889	0.19631	0.186846	0.199839	906	969	0	983
chr13	49037827	49037928	102	.	0.254902	2118.686275	0.436941	0.377611	0.443605	1831	2151	0	2184
chr13	49039148	49039246	99	.	0.343434	2079.676768	0.428896	0.404833	0.437624	1963	2122	0	2152
chr13	49039366	49039419	54	.	0.481481	1316.333333	0.27147	0.263771	0.276351	1279	1340	0	1358
chr14	105241440	105241523	84	.	0.583333	7192.5	1.483324	1.444037	1.509412	7002	7319	0	7391
chr14	105246448	105246553	106	.	0.584906	1818.575472	0.375049	0.324609	0.384004	1574	1862	0	1924
chr15	66727424	66727522	99	.	0.545455	1650.909091	0.34047	0.285631	0.348945	1385	1692	0	1742
chr15	66729086	66729189	104	.	0.509615	1142.817308	0.235686	0.203757	0.241291	988	1170	0	1197
chr15	66774120	66774198	79	.	0.607595	3904.088608	0.805148	0.68964	0.825341	3344	4002	0	4089
chr15	66777341	66777447	107	.	0.560748	7044.233645	1.452747	1.355976	1.476209	6575	7158	0	7415
chr15	66782823	66782935	113	.	0.504425	3867.017699	0.797503	0.698508	0.809667	3387	3926	0	3971
chr15	90631743	90631846	104	.	0.663462	15702.394231	3.238337	2.631108	3.328173	12758	16138	0	27274
chr15	90631908	90631970	63	.	0.507937	12296.269841	2.535885	2.16688	2.598936	10507	12602	0	12731
chr16	68835605	68835681	77	.	0.480519	2711.506494	0.559199	0.517849	0.5692	2511	2760	0	2811
chr16	68846033	68846147	115	.	0.504348	7252.878261	1.495776	1.39681	1.518693	6773	7364	0	7480
chr16	68847214	68847319	106	.	0.537736	2588.566038	0.533845	0.443399	0.54569	2150	2646	0	2724
chr17	7572919	7573014	96	.	0.489583	3243.864583	0.668989	0.602198	0.682216	2920	3308	0	3404
chr17	7573893	7574042	150	.	0.626667	8405.206667	1.733423	1.366081	1.888467	6624	9157	0	16926
chr17	7576484	7576693	210	.	0.32381	4449.02381	0.917531	0.688403	1.375155	3338	6668	0	9698
chr17	7576816	7576962	147	.	0.455782	4628.857143	0.954619	0.597248	1.120459	2896	5433	0	7289
chr17	7577011	7577188	178	.	0.55618	8758.691011	1.806323	1.027654	2.23803	4983	10852	0	15912
chr17	7577453	7577627	175	.	0.571429	8933.171429	1.842306	1.222956	2.041285	5930	9898	0	18113
chr17	7578145	7578556	412	.	0.587379	28268.563107	5.829883	0.583018	10.298403	2827	49936	0	113020
chr17	7579289	7579596	308	.	0.603896	13384.87013	2.760389	1.421145	4.172486	6891	20232	0	38663
chr17	7579701	7579768	68	.	0.441176	502.794118	0.103692	0.098785	0.105178	479	510	0	517
chr17	7579833	7579930	98	.	0.561224	3546.846939	0.731473	0.65788	0.749653	3190	3635	0	3713
chr17	37868187	37868267	81	.	0.592593	4873.098765	1.004989	0.952173	1.023942	4617	4965	0	5039
chr17	37880215	37880324	110	.	0.545455	4230.327273	0.872429	0.795231	0.892572	3856	4328	0	4492
chr17	37880968	37881030	63	.	0.603175	9242.857143	1.906173	1.698321	1.990964	8235	9654	0	9802
chr17	37881285	37881366	82	.	0.621951	10028.353659	2.068168	1.713994	2.138626	8311	10370	0	10535
chr18	48575122	48575193	72	.	0.277778	915.736111	0.188854	0.184784	0.190971	896	926	0	938
chr18	48575579	48575679	101	.	0.237624	268.237624	0.055319	0.052589	0.05692	255	276	0	279
chr18	48581189	48581282	94	.	0.468085	3961.797872	0.81705	0.797706	0.827609	3868	4013	0	4054
chr18	48584501	48584595	95	.	0.547368	2377.526316	0.490322	0.474952	0.501144	2303	2430	0	2489
chr18	48586259	48586344	86	.	0.348837	893.872093	0.184345	0.179009	0.186434	868	904	0	922
chr18	48591819	48591929	111	.	0.432432	1420.153153	0.292881	0.26274	0.299036	1274	1450	0	1479
chr18	48593403	48593507	105	.	0.485714	10191.714286	2.101858	1.913215	2.132852	9277	10342	0	10718
chr18	48603029	48603120	92	.	0.641304	962.695652	0.198539	0.192414	0.201282	933	976	0	982
chr18	48604664	48604797	134	.	0.492537	3853.052239	0.794623	0.643031	0.870505	3118	4221	0	7955
chr19	1207005	1207104	100	.	0.64	2052.55	0.423302	0.31966	0.445667	1550	2161	0	2342
chr19	1220314	1220423	110	.	0.654545	7598.890909	1.567135	1.286063	1.610466	6236	7809	0	7905
chr19	1220466	1220574	109	.	0.743119	9070.100917	1.870545	1.050134	1.968897	5092	9547	0	9692
chr19	1221229	1221332	104	.	0.596154	2097.875	0.432649	0.365237	0.443193	1771	2149	0	2224
chr19	1223054	1223144	91	.	0.626374	3679.615385	0.758855	0.692527	0.771926	3358	3743	0	3996
chr19	3114951	3115047	97	.	0.670103	4796.381443	0.989167	0.869062	1.006619	4214	4881	0	4961
chr19	3118936	3119024	89	.	0.58427	1755.966292	0.362136	0.31636	0.367712	1534	1783	0	1808
chr19	17945626	17945733	108	.	0.638889	1988.555556	0.410104	0.211182	0.422569	1024	2049	0	2071
chr19	17947973	17948078	106	.	0.537736	8520.245283	1.757147	1.496832	1.80783	7258	8766	0	9058
chr19	17954131	17954229	99	.	0.626263	1103.40404	0.227557	0.139	0.255109	674	1237	0	1283
chr20	36031667	36031769	103	.	0.669903	445.718447	0.091921	0.068057	0.095073	330	461	0	469
chr20	57484409	57484483	75	.	0.493333	6168.426667	1.272127	1.144588	1.306274	5550	6334	0	6411
chr20	57484555	57484635	81	.	0.617284	9044.358025	1.865236	1.610053	1.929919	7807	9358	0	9583
chr22	24133940	24134037	98	.	0.5	3300.214286	0.68061	0.623439	0.690465	3023	3348	0	3416
chr22	24143223	24143310	88	.	0.590909	3566.954545	0.73562	0.613953	0.755428	2977	3663	0	3750
chr22	24145520	24145598	79	.	0.632911	7416.202532	1.529459	1.382786	1.550659	6705	7519	0	7674
chr22	24176261	24176373	113	.	0.690265	9122.150442	1.88128	1.53416	1.919608	7439	9308	0	9487
