chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr4	1806049	1806257	209	.	0.641148	1828.77512	0.945423	0.687571	1.13475	1330	2195	0	4950
chr4	1807848	1807910	63	.	0.634921	1947.952381	1.007034	0.971905	1.058239	1880	2047	0	2957
chr4	1808264	1808420	157	.	0.649682	2120.751592	1.096366	0.81061	1.217983	1568	2356	0	4175
chr4	55140999	55141150	152	.	0.434211	1790.684211	0.925731	0.880401	0.970354	1703	1877	0	3636
chr4	55144054	55144183	130	.	0.492308	1840.707692	0.951592	0.903665	0.984312	1748	1904	0	3459
chr4	55151969	55152140	172	.	0.494186	1936.703488	1.001219	0.956396	1.04945	1850	2030	0	4174
chr4	55589741	55589874	134	.	0.477612	1801.365672	0.931253	0.881952	0.979142	1706	1894	0	3495
chr4	55592014	55592226	213	.	0.422535	1793.577465	0.927227	0.866443	0.969837	1676	1876	0	4429
chr4	55593375	55593500	126	.	0.412698	1815.087302	0.938347	0.904181	0.970354	1749	1877	0	3306
chr4	55593563	55593728	166	.	0.415663	1841.638554	0.952073	0.915038	0.99827	1770	1931	0	3887
chr4	55594168	55594297	130	.	0.453846	1825.853846	0.943913	0.896427	0.988965	1734	1913	0	3455
chr4	55599227	55599368	142	.	0.401408	1474.683099	0.762368	0.656036	0.835941	1269	1617	0	2812
chr4	55602655	55602785	131	.	0.419847	1964.656489	1.01567	0.940369	1.083053	1819	2095	0	3714
chr4	153245327	153245556	230	.	0.404348	1753.226087	0.906366	0.850934	0.940886	1646	1820	0	4431
chr4	153247149	153247393	245	.	0.457143	1594.538776	0.82433	0.730996	0.879367	1414	1701	0	4250
chr4	153249351	153249551	201	.	0.41791	1639.915423	0.847788	0.791999	0.888672	1532	1719	0	3844
chr4	153250815	153250947	133	.	0.37594	1570.150376	0.811722	0.768218	0.841628	1486	1628	0	3019
chr4	153251875	153252030	156	.	0.391026	1715.628205	0.886929	0.838009	0.919691	1621	1779	0	3431
chr5	1258778	1258787	10	.	0.6	1827	0.944505	0.925894	0.963633	1791	1864	0	1952
chr5	1268745	1268754	10	.	0.8	1927.3	0.996357	0.989999	1.003957	1915	1942	0	2065
chr5	1271229	1271238	10	.	0.6	2318.5	1.198596	1.190066	1.207643	2302	2336	0	2464
chr5	1271319	1271328	10	.	0.5	2159.2	1.116243	1.107868	1.124928	2143	2176	0	2283
chr5	1295082	1295297	216	.	0.796296	1408.314815	0.728057	0.493707	1.037043	955	2006	0	4616
chr6	26031869	26032298	430	.	0.581395	1911.248837	0.988059	0.893325	1.084087	1728	2097	0	7653
chr6	117630056	117630070	15	.	0.333333	1739.266667	0.89915	0.880918	0.921242	1704	1782	0	1906
chr6	117638336	117638350	15	.	0.533333	1570.666667	0.811988	0.802855	0.826636	1553	1599	0	1712
chr7	6431546	6431682	137	.	0.423358	2180.335766	1.127169	1.068578	1.178693	2067	2280	0	4189
chr7	55241605	55241746	142	.	0.535211	2348.78169	1.214251	1.147675	1.254171	2220	2426	0	4602
chr7	55242406	55242523	118	.	0.440678	2210.194915	1.142606	1.034458	1.200406	2001	2322	0	3894
chr7	55248977	55249181	205	.	0.595122	2453.57561	1.268426	1.232975	1.317241	2385	2548	0	6060
chr7	55259403	55259577	175	.	0.537143	2358.085714	1.219061	1.125445	1.283121	2177	2482	0	5182
chr7	116339130	116340348	1219	.	0.447908	2282.421657	1.179945	0.956396	1.300181	1850	2515	0	21463
chr7	116411839	116412069	231	.	0.419913	1989.865801	1.028702	0.937785	1.08357	1814	2096	0	5092
chr7	116414926	116415175	250	.	0.452	2199.064	1.136851	1.043247	1.20299	2018	2327	0	6033
chr7	116417434	116417533	100	.	0.41	1908.8	0.986793	0.956912	1.01016	1851	1954	0	3238
chr7	116418821	116419021	201	.	0.442786	2343.412935	1.211475	1.146124	1.257789	2217	2433	0	5468
chr7	116422033	116422161	129	.	0.387597	2128.131783	1.100181	1.010677	1.168353	1955	2260	0	4025
chr7	116423349	116423533	185	.	0.394595	2135.697297	1.104093	1.064959	1.147158	2060	2219	0	4914
chr7	116435700	116435855	156	.	0.480769	2152.108974	1.112577	1.079951	1.147675	2089	2220	0	4497
chr7	140453066	140453203	138	.	0.391304	2027.521739	1.048169	0.960014	1.103732	1857	2135	0	3856
chr7	140481367	140481503	137	.	0.430657	1941.116788	1.0035	0.951226	1.055654	1840	2042	0	3788
chr8	38272288	38272429	142	.	0.514085	1790.464789	0.925618	0.853001	0.977591	1650	1891	0	3567
chr8	38274815	38274944	130	.	0.492308	1908.715385	0.98675	0.910385	1.03239	1761	1997	0	3587
chr9	21968219	21968251	33	.	0.545455	1536.393939	0.79427	0.775973	0.823017	1501	1592	0	1971
chr9	21970892	21971217	326	.	0.714724	2101.125767	1.08622	0.970871	1.17404	1878	2271	0	6902
chr9	21974668	21974836	169	.	0.727811	1877.775148	0.970754	0.939335	0.998787	1817	1932	0	4297
chr9	80409370	80409518	149	.	0.422819	1458.302013	0.753899	0.658104	0.80544	1273	1558	0	2740
chr9	80412427	80412574	148	.	0.486486	1710.925676	0.884498	0.838526	0.909868	1622	1760	0	3378
chr10	43609919	43610194	276	.	0.626812	2216.181159	1.1457	0.979659	1.248484	1895	2415	0	6868
chr10	43613812	43613938	127	.	0.559055	2372.338583	1.226429	1.188515	1.254171	2299	2426	0	4473
chr10	43615520	43615661	142	.	0.535211	2083.21831	1.076963	1.015847	1.12286	1965	2172	0	4192
chr10	43617385	43617474	90	.	0.411111	2206.177778	1.140529	1.092359	1.170938	2113	2265	0	3495
chr10	123247496	123247637	142	.	0.352113	1947.070423	1.006578	0.846281	1.136301	1637	2198	0	3799
chr10	123258000	123258129	130	.	0.430769	1869.161538	0.966301	0.91297	1.034458	1766	2001	0	3649
chr10	123279484	123279693	210	.	0.585714	2496.871429	1.290809	1.227288	1.335335	2374	2583	0	6122
chr11	533444	533622	179	.	0.625698	2117.212291	1.094536	1.00861	1.164218	1951	2252	0	4880
chr11	533757	533954	198	.	0.585859	2187.909091	1.131085	1.084087	1.176108	2097	2275	0	5300
chr11	534203	534332	130	.	0.576923	2392.361538	1.23678	1.192134	1.272781	2306	2462	0	4606
chr11	17741321	17741969	649	.	0.693374	2168.523883	1.121063	0.977074	1.222118	1890	2364	0	12162
chr12	25378539	25378717	179	.	0.368715	1423.396648	0.735854	0.557811	0.76615	1079	1482	0	3142
chr12	25380159	25380356	198	.	0.419192	1328.560606	0.686827	0.541268	0.770286	1047	1490	0	3013
chr12	25398199	25398328	130	.	0.407692	1531.261538	0.791617	0.764082	0.837492	1478	1620	0	2849
chr12	58145274	58145510	237	.	0.556962	2017.084388	1.042773	0.99827	1.098562	1931	2125	0	5348
chr12	112888113	112888326	214	.	0.415888	1885.939252	0.974975	0.880401	1.038594	1703	2009	0	4598
chr14	95557531	95557712	182	.	0.456044	1930.197802	0.997855	0.942954	1.059273	1824	2049	0	4321
chr14	95560216	95560503	288	.	0.493056	2276.385417	1.176824	1.117173	1.244348	2161	2407	0	6793
chr14	105246416	105246563	148	.	0.560811	2454.047297	1.26867	1.158014	1.318792	2240	2551	0	4883
chr15	66727356	66727585	230	.	0.547826	2054.956522	1.062352	0.733064	1.163184	1418	2250	0	5006
chr15	66729075	66729240	166	.	0.5	2115.518072	1.093661	1.070129	1.133199	2070	2192	0	4591
chr15	90631810	90631989	180	.	0.572222	1869.366667	0.966408	0.865926	1.01016	1675	1954	0	4151
chr17	7572918	7573018	101	.	0.485149	1897.663366	0.981036	0.922275	1.029288	1784	1991	0	3172
chr17	7573896	7574043	148	.	0.628378	2076.466216	1.073472	1.027737	1.1058	1988	2139	0	4199
chr17	7576841	7577170	330	.	0.530303	2076.418182	1.073447	1.029805	1.140437	1992	2206	0	7093
chr17	7577451	7577660	210	.	0.585714	1957.961905	1.012209	0.799236	1.165769	1546	2255	0	4816
chr17	7578116	7578570	455	.	0.586813	2097.331868	1.084259	1.014296	1.159048	1962	2242	0	8909
chr17	7579266	7579600	335	.	0.59403	1789.552239	0.925146	0.790965	1.084087	1530	2097	0	6310
chr17	7579666	7579731	66	.	0.530303	939.121212	0.485498	0.397033	0.538166	768	1041	0	1537
chr17	7579826	7579922	97	.	0.546392	1800.072165	0.930584	0.890223	0.963633	1722	1864	0	3025
chr17	37868172	37868310	139	.	0.582734	1952.892086	1.009588	0.966735	1.043247	1870	2018	0	3849
chr17	37879563	37879720	158	.	0.613924	1720.107595	0.889245	0.692741	1.006542	1340	1947	0	3487
chr17	37880970	37881174	205	.	0.590244	2059.629268	1.064768	0.996202	1.106834	1927	2141	0	5043
chr17	73775141	73775155	15	.	0.666667	2276.066667	1.176659	1.165252	1.192651	2254	2307	0	2511
chr18	48586227	48586296	70	.	0.442857	1665.857143	0.861199	0.79355	0.894876	1535	1731	0	2414
chr18	48591784	48591986	203	.	0.44335	1887.517241	0.975791	0.916072	1.028771	1772	1990	0	4523
chr18	48593380	48593567	188	.	0.457447	1429.25	0.73888	0.605373	0.782176	1171	1513	0	3076
chr18	48602999	48603156	158	.	0.544304	1675.278481	0.86607	0.797169	0.966735	1542	1870	0	3760
chr18	48604617	48604847	231	.	0.480519	2023.311688	1.045993	0.98638	1.092876	1908	2114	0	5334
chr19	3114933	3115080	148	.	0.641892	1761.405405	0.910595	0.72014	1.014296	1393	1962	0	3455
chr19	3118913	3119061	149	.	0.590604	2181.550336	1.127797	1.084087	1.175074	2097	2273	0	4435
chr20	57484396	57484488	93	.	0.494624	2116.107527	1.093965	1.052035	1.123377	2035	2173	0	3349
