chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr4	55593517	55593688	172	.	0.372093	28.610465	1.619391	0.962223	2.207453	17	39	0	66
chr4	55594146	55594261	116	.	0.396552	11.37931	0.644084	0.566014	0.735818	10	13	0	13
chr4	55595495	55595665	171	.	0.362573	17.684211	1.00095	0.679216	1.358433	12	24	0	39
chr4	55597458	55597617	160	.	0.43125	22.93125	1.29794	1.018825	1.64144	18	29	0	45
chr4	55599261	55599358	98	.	0.367347	13.571429	0.768161	0.622615	0.84902	11	15	0	17
chr4	55602666	55602766	101	.	0.445545	13.683168	0.774486	0.622615	0.962223	11	17	0	20
chr4	55946081	55946138	58	.	0.551724	35.982759	2.036673	1.867845	2.09425	33	37	0	38
chr4	55946227	55946270	44	.	0.590909	35.227273	1.993912	1.811244	2.09425	32	37	0	37
chr4	55953740	55953843	104	.	0.5	22.144231	1.253394	0.905622	1.301831	16	23	0	24
chr4	55955086	55955172	87	.	0.505747	5.850575	0.331151	0.226405	0.339608	4	6	0	6
chr4	55960946	55961033	88	.	0.522727	9.772727	0.55315	0.452811	0.566014	8	10	0	10
chr4	55962480	55962580	101	.	0.455446	11.178218	0.632702	0.509412	0.679216	9	12	0	13
chr4	55972947	55973028	82	.	0.329268	7.829268	0.443147	0.339608	0.452811	6	8	0	8
chr4	55979552	55979636	85	.	0.4	9.717647	0.550032	0.509412	0.622615	9	11	0	11
chr4	55980324	55980393	70	.	0.357143	4.985714	0.282198	0.226405	0.283007	4	5	0	5
chr4	153245379	153245470	92	.	0.402174	9.26087	0.524178	0.39621	0.566014	7	10	0	11
chr4	153247271	153247374	104	.	0.471154	12.423077	0.703163	0.566014	0.792419	10	14	0	17
chr4	153249376	153249478	103	.	0.436893	10.194175	0.577004	0.509412	0.679216	9	12	0	14
chr4	153250844	153250918	75	.	0.346667	13.64	0.772043	0.679216	0.84902	12	15	0	15
chr4	153258969	153259122	154	.	0.344156	13.493506	0.763751	0.566014	1.075426	10	19	0	34
chr5	112173875	112173970	96	.	0.46875	7.552083	0.427458	0.339608	0.452811	6	8	0	8
chr5	112174574	112174677	104	.	0.423077	6.778846	0.383692	0.339608	0.39621	6	7	0	7
chr5	112175157	112175261	105	.	0.419048	11.857143	0.67113	0.509412	0.735818	9	13	0	13
chr5	112175324	112175432	109	.	0.486239	18.743119	1.060886	0.962223	1.188629	17	21	0	21
chr5	112175571	112175711	141	.	0.460993	50.829787	2.877035	1.924446	3.848893	34	68	0	91
chr5	112175747	112175839	93	.	0.419355	26.774194	1.515456	1.075426	1.924446	19	34	0	36
chr5	112175899	112175972	74	.	0.337838	28.878378	1.634556	1.018825	2.660264	18	47	0	59
chr5	112175979	112176076	98	.	0.336735	26.72449	1.512643	1.132027	2.320656	20	41	0	51
chr5	149433597	149433692	96	.	0.59375	7.885417	0.446325	0.339608	0.452811	6	8	0	8
chr5	149452993	149453083	91	.	0.549451	13.417582	0.759453	0.566014	0.792419	10	14	0	15
chr5	170837507	170837618	112	.	0.276786	4.75	0.268856	0	0.283007	0	5	0.008929	5
chr7	55211045	55211113	69	.	0.405797	10.637681	0.602107	0.509412	0.622615	9	11	0	13
chr7	55221798	55221866	69	.	0.608696	10.913043	0.617693	0.566014	0.622615	10	11	0	11
chr7	55233013	55233121	109	.	0.614679	11.798165	0.667792	0.566014	0.679216	10	12	0	13
chr7	55241633	55241724	92	.	0.51087	11.836957	0.669988	0.566014	0.735818	10	13	0	13
chr7	55242388	55242540	153	.	0.464052	22.496732	1.273346	0.84902	1.584838	15	28	0	47
chr7	55249000	55249090	91	.	0.681319	38.296703	2.167646	1.584838	2.716866	28	48	0	83
chr7	55249124	55249213	90	.	0.533333	44.633333	2.526308	1.867845	2.88667	33	51	0	55
chr7	55259503	55259567	65	.	0.507692	16.953846	0.959611	0.84902	1.018825	15	18	0	18
chr7	116339604	116339694	91	.	0.56044	15.527473	0.878876	0.622615	0.962223	11	17	0	18
chr7	116340223	116340337	115	.	0.391304	15.530435	0.879044	0.735818	0.962223	13	17	0	24
chr7	116403152	116403246	95	.	0.410526	5.821053	0.32948	0.226405	0.339608	4	6	0	6
chr7	116411898	116411997	100	.	0.45	10.14	0.573938	0.509412	0.622615	9	11	0	15
chr7	116417428	116417520	93	.	0.397849	6.741935	0.381603	0.283007	0.452811	5	8	0	8
chr7	116423409	116423485	77	.	0.38961	9.493506	0.537345	0.39621	0.566014	7	10	0	11
chr7	128845080	128845146	67	.	0.626866	17	0.962223	0.792419	1.018825	14	18	0	19
chr7	128846013	128846082	70	.	0.5	18.5	1.047125	0.84902	1.075426	15	19	0	21
chr7	128846364	128846421	58	.	0.655172	17.103448	0.968079	0.735818	1.018825	13	18	0	18
chr7	128850274	128850360	87	.	0.574713	13.701149	0.775504	0.622615	0.84902	11	15	0	15
chr7	128851524	128851601	78	.	0.602564	10.564103	0.597943	0.509412	0.622615	9	11	0	11
chr7	140453112	140453194	83	.	0.39759	11.891566	0.673079	0.566014	0.735818	10	13	0	14
chr7	140481386	140481481	96	.	0.46875	19.09375	1.080732	0.905622	1.24523	16	22	0	26
chr7	148508695	148508790	96	.	0.427083	8.885417	0.502927	0.452811	0.509412	8	9	0	9
chr8	38282141	38282220	80	.	0.65	18.0125	1.019532	0.84902	1.075426	15	19	0	21
chr8	38285864	38285973	110	.	0.481818	12.981818	0.734789	0.509412	0.792419	9	14	0	15
chr9	5073719	5073781	63	.	0.380952	6.31746	0.357577	0.283007	0.39621	5	7	0	8
chr9	5078345	5078400	56	.	0.375	4.607143	0.260771	0.169804	0.283007	3	5	0	5
chr9	21970943	21971063	121	.	0.768595	33.619835	1.902929	1.358433	2.037649	24	36	0	42
chr9	21971093	21971210	118	.	0.728814	29.957627	1.695643	1.24523	1.811244	22	32	0	36
chr9	80409418	80409498	81	.	0.432099	10.518519	0.595363	0.509412	0.679216	9	12	0	12
chr9	80412488	80412573	86	.	0.523256	7.430233	0.420561	0.339608	0.452811	6	8	0	8
chr9	133738306	133738385	80	.	0.625	12.9125	0.730865	0.509412	0.792419	9	14	0	17
chr9	133747483	133747579	97	.	0.42268	14.371134	0.813426	0.679216	0.84902	12	15	0	15
chr9	133748239	133748354	116	.	0.612069	31.310345	1.772208	1.24523	1.867845	22	33	0	37
chr9	133748388	133748503	116	.	0.603448	29.474138	1.668276	1.188629	1.754642	21	31	0	33
chr9	133750309	133750403	95	.	0.568421	6.905263	0.390847	0.339608	0.39621	6	7	0	7
chr9	135781030	135781083	54	.	0.462963	11.907407	0.673976	0.622615	0.679216	11	12	0	12
chr9	139390787	139390878	92	.	0.717391	18.543478	1.049586	0.905622	1.075426	16	19	0	22
chr9	139397766	139397879	114	.	0.692982	16.894737	0.956265	0.679216	1.018825	12	18	0	19
chr9	139399343	139399445	103	.	0.708738	20.660194	1.169395	0.792419	1.301831	14	23	0	26
chr10	43609031	43609110	80	.	0.625	10.9125	0.617662	0.509412	0.679216	9	12	0	12
chr10	43609875	43609969	95	.	0.684211	39.926316	2.259884	1.132027	2.773467	20	49	0	62
chr10	43610030	43610101	72	.	0.638889	40.944444	2.317511	2.037649	2.377257	36	42	0	42
chr10	43613803	43613894	92	.	0.565217	11.48913	0.6503	0.509412	0.679216	9	12	0	18
chr10	43615565	43615637	73	.	0.493151	11.69863	0.662158	0.566014	0.679216	10	12	0	12
chr10	43617386	43617452	67	.	0.402985	13.223881	0.74849	0.679216	0.792419	12	14	0	17
chr10	89624191	89624314	124	.	0.443548	20.5	1.160328	1.018825	1.188629	18	21	0	22
chr10	89653783	89653869	87	.	0.344828	14.241379	0.806082	0.679216	0.84902	12	15	0	15
chr10	89685246	89685334	89	.	0.235955	8.359551	0.473162	0.39621	0.509412	7	9	0	10
chr10	89690765	89690848	84	.	0.297619	8.416667	0.476395	0.339608	0.566014	6	10	0	14
chr10	89692771	89693008	238	.	0.403361	23.731092	1.343212	0.679216	2.150852	12	38	0	66
chr10	89711857	89712023	167	.	0.401198	21.91018	1.240146	0.905622	1.698041	16	30	0	44
chr10	89717592	89717776	185	.	0.427027	19.805405	1.121013	0.679216	1.698041	12	30	0	44
chr10	89720571	89720700	130	.	0.215385	5.969231	0.337867	0.113203	0.452811	2	8	0	13
chr10	89720776	89720879	104	.	0.298077	15.682692	0.887662	0.792419	0.962223	14	17	0	18
chr10	89725042	89725142	101	.	0.435644	6.306931	0.356981	0.283007	0.39621	5	7	0	7
chr10	123257974	123258060	87	.	0.425287	6.701149	0.379294	0.339608	0.452811	6	8	0	10
chr10	123274767	123274846	80	.	0.475	7.9875	0.452103	0.39621	0.452811	7	8	0	9
chr10	123279483	123279564	82	.	0.54878	25.243902	1.428839	1.301831	1.64144	23	29	0	37
chr10	123279605	123279687	83	.	0.638554	18.39759	1.041329	0.792419	1.075426	14	19	0	20
chr11	533794	533903	110	.	0.609091	13.136364	0.743536	0.566014	0.792419	10	14	0	16
chr11	534239	534348	110	.	0.636364	15.663636	0.886583	0.679216	1.018825	12	18	0	19
chr11	108117765	108117853	89	.	0.348315	7.876404	0.445815	0.39621	0.452811	7	8	0	8
chr11	108119809	108119896	88	.	0.295455	5.727273	0.324171	0.226405	0.339608	4	6	0	6
chr11	108123506	108123573	68	.	0.308824	5.911765	0.334614	0.283007	0.339608	5	6	0	6
chr11	108137955	108138045	91	.	0.384615	8.637363	0.488887	0.39621	0.509412	7	9	0	9
chr11	108155083	108155177	95	.	0.410526	13.736842	0.777524	0.566014	0.792419	10	14	0	14
chr11	108170466	108170629	164	.	0.359756	13.689024	0.774817	0.452811	1.132027	8	20	0	26
chr11	108172343	108172442	100	.	0.35	4.99	0.282441	0.226405	0.283007	4	5	0	5
chr11	108173633	108173795	163	.	0.312883	15.300613	0.866036	0.452811	1.188629	8	21	0	34
chr11	108180903	108180969	67	.	0.358209	7	0.39621	0.339608	0.452811	6	8	0	8
chr11	108200908	108200990	83	.	0.39759	7.686747	0.43508	0.339608	0.452811	6	8	0	8
chr11	108204634	108204693	60	.	0.316667	5.833333	0.330175	0.283007	0.339608	5	6	0	6
chr11	108205713	108205821	109	.	0.376147	8.944954	0.506297	0.452811	0.509412	8	9	0	9
chr11	108206520	108206620	101	.	0.356436	3.990099	0.225845	0.169804	0.226405	3	4	0	4
chr11	108218041	108218142	102	.	0.27451	5.990196	0.339053	0.283007	0.39621	5	7	0	7
chr11	108225545	108225635	91	.	0.318681	8.549451	0.483911	0.339608	1.018825	6	18	0	19
chr11	108236040	108236231	192	.	0.442708	22.916667	1.297115	0.962223	1.811244	17	32	0	45
chr12	25378559	25378661	103	.	0.359223	10.106796	0.572058	0.509412	0.622615	9	11	0	12
chr12	25380264	25380360	97	.	0.453608	14.690722	0.831515	0.566014	0.905622	10	16	0	16
chr12	25398217	25398311	95	.	0.421053	7.210526	0.408126	0.339608	0.509412	6	9	0	10
chr12	112888115	112888229	115	.	0.417391	15.556522	0.88052	0.679216	0.962223	12	17	0	18
chr12	112926835	112926937	103	.	0.514563	9.883495	0.559419	0.452811	0.566014	8	10	0	10
chr12	121431383	121431571	189	.	0.608466	46.703704	2.643493	1.64144	3.792291	29	67	0	99
chr12	121431988	121432154	167	.	0.676647	21.08982	1.193713	0.509412	1.584838	9	28	0	39
chr13	28592607	28592708	102	.	0.509804	11.656863	0.659794	0.566014	0.679216	10	12	0	12
chr13	28602282	28602383	102	.	0.509804	9.72549	0.550476	0.452811	0.622615	8	11	0	11
chr13	28608227	28608321	95	.	0.378947	5.936842	0.336033	0.283007	0.339608	5	6	0	6
chr13	28610106	28610206	101	.	0.465347	15.613861	0.883766	0.792419	0.905622	14	16	0	18
chr13	48919223	48919299	77	.	0.285714	8.090909	0.457956	0.39621	0.509412	7	9	0	9
chr13	48923124	48923213	90	.	0.188889	4.977778	0.281749	0.226405	0.283007	4	5	0	5
chr13	48936960	48937013	54	.	0.5	9.055556	0.512557	0.509412	0.679216	9	12	0	12
chr13	48941593	48941676	84	.	0.25	8.738095	0.494588	0.339608	0.509412	6	9	0	9
chr13	48942650	48942722	73	.	0.328767	10.90411	0.617187	0.566014	0.679216	10	12	0	12
chr13	48953702	48953767	66	.	0.318182	9.136364	0.517131	0.39621	0.566014	7	10	0	10
chr13	48955484	48955568	85	.	0.352941	5.964706	0.33761	0.283007	0.339608	5	6	0	6
chr13	49027104	49027182	79	.	0.303797	6.227848	0.352505	0.226405	0.39621	4	7	0	7
chr13	49033828	49033935	108	.	0.481481	5.87963	0.332795	0.226405	0.339608	4	6	0	6
chr13	49037827	49037928	102	.	0.254902	4.911765	0.278013	0.226405	0.283007	4	5	0	5
chr13	49039148	49039246	99	.	0.343434	11.777778	0.666638	0.566014	0.679216	10	12	0	12
chr13	49039366	49039419	54	.	0.481481	10.851852	0.61423	0.566014	0.622615	10	11	0	11
chr14	105241440	105241523	84	.	0.583333	10.488095	0.593641	0.509412	0.622615	9	11	0	12
chr14	105246448	105246553	106	.	0.584906	15.990566	0.905088	0.792419	0.962223	14	17	0	20
chr15	66727424	66727522	99	.	0.545455	16.464646	0.931921	0.735818	1.018825	13	18	0	21
chr15	66729086	66729189	104	.	0.509615	10.759615	0.609009	0.452811	0.735818	8	13	0	16
chr15	66774120	66774198	79	.	0.607595	12.291139	0.695695	0.566014	0.735818	10	13	0	13
chr15	66777341	66777447	107	.	0.560748	14.261682	0.807231	0.622615	0.905622	11	16	0	16
chr15	66782823	66782935	113	.	0.504425	13.99115	0.791918	0.622615	0.84902	11	15	0	17
chr15	90631743	90631846	104	.	0.663462	30.903846	1.7492	1.24523	2.09425	22	37	0	57
chr15	90631908	90631970	63	.	0.507937	32.619048	1.846283	1.301831	2.037649	23	36	0	37
chr16	68835605	68835681	77	.	0.480519	7.61039	0.430758	0.283007	0.452811	5	8	0	8
chr16	68846033	68846147	115	.	0.504348	13.286957	0.75206	0.622615	0.792419	11	14	0	14
chr16	68847214	68847319	106	.	0.537736	12.603774	0.713391	0.622615	0.735818	11	13	0	13
chr17	7572919	7573014	96	.	0.489583	9.125	0.516487	0.452811	0.566014	8	10	0	11
chr17	7573893	7574042	150	.	0.626667	34.346667	1.944068	1.415034	2.433859	25	43	0	69
chr17	7576484	7576693	210	.	0.32381	22.057143	1.248464	0.905622	1.981048	16	35	0	47
chr17	7576816	7576962	147	.	0.455782	36.585034	2.070763	1.188629	2.603663	21	46	0	58
chr17	7577011	7577188	178	.	0.55618	39.960674	2.261829	1.24523	2.999872	22	53	0	73
chr17	7577453	7577627	175	.	0.571429	34.005714	1.92477	1.24523	2.49046	22	44	0	70
chr17	7578145	7578556	412	.	0.587379	86.461165	4.89382	0.679216	8.093995	12	143	0	354
chr17	7579289	7579596	308	.	0.603896	47.561688	2.692056	1.64144	3.962096	29	70	0	147
chr17	7579701	7579768	68	.	0.441176	11.897059	0.67339	0.566014	0.735818	10	13	0	13
chr17	7579833	7579930	98	.	0.561224	18.561224	1.050591	0.792419	1.132027	14	20	0	21
chr17	37868187	37868267	81	.	0.592593	14.716049	0.832948	0.735818	0.84902	13	15	0	15
chr17	37880215	37880324	110	.	0.545455	11.909091	0.674071	0.509412	0.735818	9	13	0	13
chr17	37880968	37881030	63	.	0.603175	41.746032	2.362882	1.811244	2.660264	32	47	0	51
chr17	37881285	37881366	82	.	0.621951	39.768293	2.25094	1.584838	2.377257	28	42	0	43
chr18	48575122	48575193	72	.	0.277778	10.972222	0.621043	0.566014	0.84902	10	15	0	15
chr18	48575579	48575679	101	.	0.237624	2.910891	0.16476	0.113203	0.169804	2	3	0	3
chr18	48581189	48581282	94	.	0.468085	11.87234	0.671991	0.622615	0.679216	11	12	0	12
chr18	48584501	48584595	95	.	0.547368	11.368421	0.643468	0.566014	0.679216	10	12	0	13
chr18	48586259	48586344	86	.	0.348837	9.418605	0.533106	0.452811	0.566014	8	10	0	11
chr18	48591819	48591929	111	.	0.432432	13.063063	0.739387	0.566014	0.792419	10	14	0	17
chr18	48593403	48593507	105	.	0.485714	19.990476	1.131488	0.905622	1.188629	16	21	0	23
chr18	48603029	48603120	92	.	0.641304	8.771739	0.496492	0.452811	0.509412	8	9	0	9
chr18	48604664	48604797	134	.	0.492537	18.738806	1.060642	0.792419	1.301831	14	23	0	37
chr19	1207005	1207104	100	.	0.64	10.26	0.58073	0.452811	0.622615	8	11	0	12
chr19	1220314	1220423	110	.	0.654545	32.172727	1.82102	1.584838	1.924446	28	34	0	37
chr19	1220466	1220574	109	.	0.743119	30.678899	1.736468	1.358433	1.867845	24	33	0	34
chr19	1221229	1221332	104	.	0.596154	7.778846	0.440293	0.226405	0.452811	4	8	0	8
chr19	1223054	1223144	91	.	0.626374	7.835165	0.443481	0.39621	0.452811	7	8	0	8
chr19	3114951	3115047	97	.	0.670103	13.360825	0.756241	0.566014	0.792419	10	14	0	16
chr19	3118936	3119024	89	.	0.58427	14.483146	0.819766	0.679216	0.905622	12	16	0	17
chr19	17945626	17945733	108	.	0.638889	8.75	0.495262	0.39621	0.509412	7	9	0	9
chr19	17947973	17948078	106	.	0.537736	17.54717	0.993194	0.84902	1.018825	15	18	0	18
chr19	17954131	17954229	99	.	0.626263	6.737374	0.381345	0.283007	0.509412	5	9	0	9
chr20	36031667	36031769	103	.	0.669903	11.621359	0.657785	0.509412	0.679216	9	12	0	12
chr20	57484409	57484483	75	.	0.493333	16.64	0.941847	0.735818	1.132027	13	20	0	20
chr20	57484555	57484635	81	.	0.617284	25.839506	1.462551	1.132027	1.584838	20	28	0	30
chr22	24133940	24134037	98	.	0.5	12.714286	0.719646	0.622615	0.735818	11	13	0	13
chr22	24143223	24143310	88	.	0.590909	10.636364	0.602033	0.452811	0.622615	8	11	0	11
chr22	24145520	24145598	79	.	0.632911	15.78481	0.893442	0.735818	0.962223	13	17	0	17
chr22	24176261	24176373	113	.	0.690265	24.495575	1.386483	0.962223	1.528237	17	27	0	28
