chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count
chr3	178938808	178938876	69	.	0.463768	2862	0.353375	0.353251	0.353498	2861	2863	0	2867
chr3	178947813	178947887	75	.	0.4	5274.693333	0.651273	0.650447	0.651681	5268	5278	0	5284
chr3	178952002	178952107	106	.	0.396226	7277.45283	0.898556	0.895537	0.9006	7253	7294	0	7312
chr3	178952144	178952242	99	.	0.393939	3408.727273	0.42088	0.419555	0.421778	3398	3416	0	3423
chr4	1803565	1803646	82	.	0.743902	23130.04878	2.855897	2.051722	4.169132	16617	33766	0	34013
chr4	1803649	1803747	99	.	0.626263	25009.525253	3.087958	2.185565	4.19148	17701	33947	0	34236
chr4	1806066	1806156	91	.	0.637363	8573.89011	1.058629	1.054692	1.060495	8542	8589	0	8603
chr4	1807847	1807931	85	.	0.682353	3495.988235	0.431654	0.391898	0.48586	3174	3935	0	3954
chr4	1808276	1808395	120	.	0.65	626.983333	0.077414	0.075811	0.078157	614	633	0	647
chr4	1808929	1809004	76	.	0.736842	3792.184211	0.468226	0.466968	0.469685	3782	3804	0	3810
chr4	55140995	55141088	94	.	0.414894	2446.510638	0.302074	0.301023	0.302752	2438	2452	0	2462
chr4	55144126	55144212	87	.	0.517241	2344.344828	0.289459	0.288305	0.290281	2335	2351	0	2355
chr4	55144476	55144559	84	.	0.416667	1480.202381	0.182762	0.182244	0.182984	1476	1482	0	1487
chr4	55152027	55152135	109	.	0.495413	16615.577982	2.051547	2.043697	2.053821	16552	16634	0	16689
chr4	55561697	55561861	165	.	0.478788	5931.333333	0.732349	0.193973	1.048765	1571	8494	0	8582
chr4	55592045	55592244	200	.	0.395	9501.2	1.173125	0.684278	1.84034	5542	14905	0	15032
chr4	55593423	55593513	91	.	0.351648	6126.912088	0.756498	0.679586	0.982955	5504	7961	0	7988
chr4	55593517	55593688	172	.	0.372093	6290.343023	0.776677	0.305098	0.982091	2471	7954	0	13389
chr4	55594146	55594261	116	.	0.396552	4654.741379	0.574727	0.572783	0.575376	4639	4660	0	4674
chr4	55595495	55595665	171	.	0.362573	4373.403509	0.53999	0.242004	0.816022	1960	6609	0	6660
chr4	55597458	55597617	160	.	0.43125	12290.95625	1.51758	0.991721	2.014805	8032	16318	0	16482
chr4	55599261	55599358	98	.	0.367347	12268.989796	1.514868	1.511412	1.516845	12241	12285	0	12325
chr4	55602666	55602766	101	.	0.445545	1281.643564	0.158246	0.157549	0.158661	1276	1285	0	1294
chr4	55946081	55946138	58	.	0.551724	23755.172414	2.933082	2.918121	2.94121	23634	23821	0	23826
chr4	55946227	55946270	44	.	0.590909	22851.977273	2.821563	2.809095	2.826134	22751	22889	0	22891
chr4	55953740	55953843	104	.	0.5	32974.211538	4.071368	4.047265	4.082084	32779	33061	0	33228
chr4	55955086	55955172	87	.	0.505747	2437.252874	0.300931	0.299418	0.302011	2425	2446	0	2448
chr4	55960946	55961033	88	.	0.522727	6266.681818	0.773755	0.771819	0.775153	6251	6278	0	6290
chr4	55962480	55962580	101	.	0.455446	5592.069307	0.69046	0.688599	0.691686	5577	5602	0	5616
chr4	55972947	55973028	82	.	0.329268	1602.207317	0.197827	0.197431	0.198171	1599	1605	0	1607
chr4	55979552	55979636	85	.	0.4	1480.317647	0.182777	0.182367	0.183355	1477	1485	0	1492
chr4	55980324	55980393	70	.	0.357143	1559.757143	0.192585	0.192368	0.192615	1558	1560	0	1560
chr4	153245379	153245470	92	.	0.402174	6773.054348	0.836278	0.834172	0.837259	6756	6781	0	6790
chr4	153247271	153247374	104	.	0.471154	3850.875	0.475473	0.474377	0.476476	3842	3859	0	3889
chr4	153249376	153249478	103	.	0.436893	2519.485437	0.311084	0.310036	0.312506	2511	2531	0	2544
chr4	153250844	153250918	75	.	0.346667	1083.066667	0.133728	0.133596	0.133843	1082	1084	0	1087
chr4	153258969	153259122	154	.	0.344156	4797.681818	0.592376	0.37029	0.772066	2999	6253	0	6288
chr5	112173875	112173970	96	.	0.46875	1671.375	0.206367	0.205209	0.207185	1662	1678	0	1683
chr5	112174574	112174677	104	.	0.423077	2061	0.254474	0.25324	0.255092	2051	2066	0	2070
chr5	112175157	112175261	105	.	0.419048	2480.67619	0.306292	0.305345	0.306703	2473	2484	0	2489
chr5	112175324	112175432	109	.	0.486239	3171.688073	0.391612	0.387823	0.393503	3141	3187	0	3205
chr5	112175571	112175711	141	.	0.460993	10716.546099	1.323186	0.694649	1.581544	5626	12809	0	13041
chr5	112175747	112175839	93	.	0.419355	2878.322581	0.35539	0.312876	0.443509	2534	3592	0	3614
chr5	112175899	112175972	74	.	0.337838	3747.364865	0.462692	0.368685	0.687859	2986	5571	0	5579
chr5	112175979	112176076	98	.	0.336735	3525.816327	0.435337	0.314605	0.686871	2548	5563	0	5600
chr5	149433597	149433692	96	.	0.59375	1229.958333	0.151865	0.151252	0.152364	1225	1234	0	1239
chr5	149452993	149453083	91	.	0.549451	8851.043956	1.09285	1.087782	1.095684	8810	8874	0	8893
chr5	170837507	170837618	112	.	0.276786	1321.214286	0.163132	0.018644	0.178539	151	1446	0	1513
chr7	55211045	55211113	69	.	0.405797	1816.753623	0.224317	0.21768	0.22657	1763	1835	0	1838
chr7	55221798	55221866	69	.	0.608696	2213.536232	0.273308	0.272625	0.273983	2208	2219	0	2220
chr7	55233013	55233121	109	.	0.614679	5662.678899	0.699178	0.694279	0.702058	5623	5686	0	5717
chr7	55241633	55241724	92	.	0.51087	11934.75	1.473599	1.470913	1.47647	11913	11958	0	11999
chr7	55242388	55242540	153	.	0.464052	17708.882353	2.186539	1.343985	2.67908	10885	21698	0	21922
chr7	55249000	55249090	91	.	0.681319	42839.802198	5.289486	4.844767	9.263681	39238	75027	0	76070
chr7	55249124	55249213	90	.	0.533333	40366.422222	4.984094	4.560536	8.849805	36936	71675	0	74110
chr7	55259503	55259567	65	.	0.507692	7431.4	0.917565	0.916651	0.918133	7424	7436	0	7446
chr7	116339604	116339694	91	.	0.56044	5172.846154	0.638698	0.636865	0.641063	5158	5192	0	5222
chr7	116340223	116340337	115	.	0.391304	6364.278261	0.785806	0.782314	0.787253	6336	6376	0	6415
chr7	116403152	116403246	95	.	0.410526	3772.305263	0.465771	0.463635	0.467956	3755	3790	0	3808
chr7	116411898	116411997	100	.	0.45	3154.69	0.389514	0.388688	0.389922	3148	3158	0	3164
chr7	116417428	116417520	93	.	0.397849	6466.763441	0.79846	0.797007	0.799477	6455	6475	0	6490
chr7	116423409	116423485	77	.	0.38961	2774.207792	0.342535	0.342015	0.34288	2770	2777	0	2780
chr7	128845080	128845146	67	.	0.626866	8491.164179	1.048415	1.045431	1.05037	8467	8507	0	8524
chr7	128846013	128846082	70	.	0.5	6627.828571	0.818347	0.810959	0.822319	6568	6660	0	6669
chr7	128846364	128846421	58	.	0.655172	4370.448276	0.539625	0.535248	0.541422	4335	4385	0	4385
chr7	128850274	128850360	87	.	0.574713	4835.632184	0.597062	0.595996	0.597848	4827	4842	0	4854
chr7	128851524	128851601	78	.	0.602564	8698.679487	1.074037	1.072348	1.075311	8685	8709	0	8726
chr7	140453112	140453194	83	.	0.39759	2197.012048	0.271268	0.270402	0.272378	2190	2206	0	2220
chr7	140481386	140481481	96	.	0.46875	8077.84375	0.997382	0.991721	0.999994	8032	8099	0	8141
chr7	148508695	148508790	96	.	0.427083	5446.739583	0.672516	0.669338	0.674153	5421	5460	0	5478
chr8	38282141	38282220	80	.	0.65	3250.3	0.401319	0.398565	0.40264	3228	3261	0	3275
chr8	38285864	38285973	110	.	0.481818	7836.163636	0.967541	0.941962	0.971966	7629	7872	0	7918
chr9	5073719	5073781	63	.	0.380952	1669.365079	0.206119	0.205827	0.206444	1667	1672	0	1674
chr9	5078345	5078400	56	.	0.375	2182.857143	0.26952	0.269167	0.269785	2180	2185	0	2185
chr9	21970943	21971063	121	.	0.768595	29285.305785	3.615895	3.59215	3.631908	29093	29415	0	29508
chr9	21971093	21971210	118	.	0.728814	16028.516949	1.979062	1.958378	1.991345	15861	16128	0	16167
chr9	80409418	80409498	81	.	0.432099	5903.074074	0.72886	0.725394	0.729839	5875	5911	0	5920
chr9	80412488	80412573	86	.	0.523256	3554.918605	0.43893	0.43857	0.439311	3552	3558	0	3574
chr9	133738306	133738385	80	.	0.625	5042.85	0.622647	0.601676	0.634519	4873	5139	0	5172
chr9	133747483	133747579	97	.	0.42268	5168.051546	0.638106	0.636741	0.639087	5157	5176	0	5207
chr9	133748239	133748354	116	.	0.612069	11668.060345	1.44067	1.426711	1.448812	11555	11734	0	11771
chr9	133748388	133748503	116	.	0.603448	13504.405172	1.667406	1.648342	1.676123	13350	13575	0	13619
chr9	133750309	133750403	95	.	0.568421	9176.578947	1.133044	1.126429	1.135565	9123	9197	0	9223
chr9	135781030	135781083	54	.	0.462963	1674.777778	0.206787	0.206567	0.207061	1673	1677	0	1678
chr9	139390787	139390878	92	.	0.717391	2444.402174	0.301813	0.301023	0.303245	2438	2456	0	2466
chr9	139397766	139397879	114	.	0.692982	12848.912281	1.586472	1.575123	1.594879	12757	12917	0	13184
chr9	139399343	139399445	103	.	0.708738	16632.029126	2.053578	2.045055	2.055303	16563	16646	0	16673
chr10	43609031	43609110	80	.	0.625	2661.0625	0.328565	0.327693	0.329174	2654	2666	0	2673
chr10	43609875	43609969	95	.	0.684211	32303.105263	3.988506	2.190751	5.22123	17743	42287	0	42345
chr10	43610030	43610101	72	.	0.638889	35369.486111	4.367116	4.343473	4.379897	35178	35473	0	35489
chr10	43613803	43613894	92	.	0.565217	11065	1.36621	1.360654	1.367568	11020	11076	0	11098
chr10	43615565	43615637	73	.	0.493151	943.260274	0.116466	0.115816	0.116927	938	947	0	947
chr10	43617386	43617452	67	.	0.402985	6883.58209	0.849925	0.817874	0.879486	6624	7123	0	7203
chr10	89624191	89624314	124	.	0.443548	21459.241935	2.6496	2.630926	2.653398	21308	21490	0	21604
chr10	89653783	89653869	87	.	0.344828	4989.931034	0.616113	0.615257	0.616986	4983	4997	0	5022
chr10	89685246	89685334	89	.	0.235955	528.988764	0.065315	0.064946	0.06544	526	530	0	532
chr10	89690765	89690848	84	.	0.297619	3637.952381	0.449183	0.448324	0.449806	3631	3643	0	3660
chr10	89692771	89693008	238	.	0.403361	5322.819328	0.657215	0.181009	1.196313	1466	9689	0	9925
chr10	89711857	89712023	167	.	0.401198	6699.413174	0.827185	0.259166	1.136183	2099	9202	0	9330
chr10	89717592	89717776	185	.	0.427027	7748.524324	0.95672	0.644397	1.472766	5219	11928	0	12035
chr10	89720571	89720700	130	.	0.215385	438.7	0.054167	0.017163	0.066551	139	539	0	593
chr10	89720776	89720879	104	.	0.298077	6941.25	0.857045	0.845902	0.861706	6851	6979	0	7006
chr10	89725042	89725142	101	.	0.435644	3795.891089	0.468684	0.467709	0.469191	3788	3800	0	3808
chr10	123257974	123258060	87	.	0.425287	1687	0.208296	0.207802	0.208666	1683	1690	0	1694
chr10	123274767	123274846	80	.	0.475	6276.225	0.774934	0.774042	0.775523	6269	6281	0	6295
chr10	123279483	123279564	82	.	0.54878	12623.792683	1.558676	1.553022	1.604386	12578	12994	0	13064
chr10	123279605	123279687	83	.	0.638554	3872	0.478081	0.474994	0.524012	3847	4244	0	4291
chr11	533794	533903	110	.	0.609091	3918.681818	0.483845	0.482155	0.484501	3905	3924	0	3943
chr11	534239	534348	110	.	0.636364	2931.709091	0.361982	0.360907	0.363006	2923	2940	0	2954
chr11	108117765	108117853	89	.	0.348315	924.269663	0.114121	0.113964	0.114334	923	926	0	926
chr11	108119809	108119896	88	.	0.295455	2127.727273	0.262713	0.262376	0.262994	2125	2130	0	2132
chr11	108123506	108123573	68	.	0.308824	2176.632353	0.268752	0.268303	0.269044	2173	2179	0	2181
chr11	108137955	108138045	91	.	0.384615	3630.538462	0.448267	0.446966	0.448942	3620	3636	0	3644
chr11	108155083	108155177	95	.	0.410526	11975.778947	1.478665	1.477581	1.479556	11967	11983	0	12026
chr11	108170466	108170629	164	.	0.359756	3998.554878	0.493707	0.128163	0.685019	1038	5548	0	5557
chr11	108172343	108172442	100	.	0.35	1299.77	0.160484	0.159772	0.160883	1294	1303	0	1306
chr11	108173633	108173795	163	.	0.312883	6479.533742	0.800036	0.406961	1.083708	3296	8777	0	8835
chr11	108180903	108180969	67	.	0.358209	1063.597015	0.131324	0.131003	0.131497	1061	1065	0	1067
chr11	108200908	108200990	83	.	0.39759	3685.048193	0.454998	0.454251	0.455486	3679	3689	0	3695
chr11	108204634	108204693	60	.	0.316667	2506.1	0.309431	0.308431	0.310036	2498	2511	0	2518
chr11	108205713	108205821	109	.	0.376147	4170.449541	0.514931	0.513764	0.515616	4161	4176	0	4185
chr11	108206520	108206620	101	.	0.356436	806.871287	0.099625	0.099271	0.099765	804	808	0	810
chr11	108218041	108218142	102	.	0.27451	2935.519608	0.362452	0.361524	0.363006	2928	2940	0	2945
chr11	108225545	108225635	91	.	0.318681	1035.912088	0.127905	0.127299	0.134337	1031	1088	0	1094
chr11	108236040	108236231	192	.	0.442708	11026.666667	1.361477	1.003698	2.158278	8129	17480	0	17631
chr12	25378559	25378661	103	.	0.359223	6190.873786	0.764395	0.763176	0.765275	6181	6198	0	6215
chr12	25380264	25380360	97	.	0.453608	7850.278351	0.969284	0.965669	0.96999	7821	7856	0	7871
chr12	25398217	25398311	95	.	0.421053	4268.410526	0.527026	0.526358	0.527716	4263	4274	0	4296
chr12	112888115	112888229	115	.	0.417391	2566.956522	0.316945	0.315222	0.317815	2553	2574	0	2591
chr12	112926835	112926937	103	.	0.514563	1889.281553	0.233272	0.232867	0.233484	1886	1891	0	1905
chr12	121431383	121431571	189	.	0.608466	24283.021164	2.998256	2.133831	4.63931	17282	37574	0	38267
chr12	121431988	121432154	167	.	0.676647	1780.778443	0.219875	0.040005	0.30164	324	2443	0	2463
chr13	28592607	28592708	102	.	0.509804	9623.813725	1.188265	1.177299	1.190634	9535	9643	0	9668
chr13	28602282	28602383	102	.	0.509804	8350.803922	1.031085	1.029257	1.032467	8336	8362	0	8415
chr13	28608227	28608321	95	.	0.378947	4491.578947	0.554581	0.553645	0.555127	4484	4496	0	4505
chr13	28610106	28610206	101	.	0.465347	7438.584158	0.918452	0.917392	0.919367	7430	7446	0	7464
chr13	48919223	48919299	77	.	0.285714	5966.701299	0.736716	0.735518	0.737494	5957	5973	0	5976
chr13	48923124	48923213	90	.	0.188889	1153.288889	0.142398	0.141745	0.142609	1148	1155	0	1156
chr13	48936960	48937013	54	.	0.5	2896.574074	0.357644	0.357449	0.358931	2895	2907	0	2916
chr13	48941593	48941676	84	.	0.25	2384.571429	0.294426	0.293491	0.294726	2377	2387	0	2388
chr13	48942650	48942722	73	.	0.328767	5620.917808	0.694022	0.693415	0.694773	5616	5627	0	5640
chr13	48953702	48953767	66	.	0.318182	6179.848485	0.763034	0.761447	0.764164	6167	6189	0	6201
chr13	48955484	48955568	85	.	0.352941	1312.964706	0.162113	0.161871	0.162241	1311	1314	0	1314
chr13	49027104	49027182	79	.	0.303797	6754.012658	0.833927	0.83269	0.835036	6744	6763	0	6771
chr13	49033828	49033935	108	.	0.481481	1935.972222	0.239037	0.238053	0.239534	1928	1940	0	1946
chr13	49037827	49037928	102	.	0.254902	4299.676471	0.530887	0.529815	0.531914	4291	4308	0	4323
chr13	49039148	49039246	99	.	0.343434	3145.989899	0.388439	0.386836	0.389305	3133	3153	0	3160
chr13	49039366	49039419	54	.	0.481481	1590.333333	0.196361	0.195455	0.196937	1583	1595	0	1595
chr14	105241440	105241523	84	.	0.583333	14645.27381	1.808271	1.804039	1.809842	14611	14658	0	14693
chr14	105246448	105246553	106	.	0.584906	3730.113208	0.460562	0.458202	0.461783	3711	3740	0	3757
chr15	66727424	66727522	99	.	0.545455	3346.060606	0.413142	0.412024	0.414493	3337	3357	0	3379
chr15	66729086	66729189	104	.	0.509615	2326.567308	0.287264	0.286577	0.287812	2321	2331	0	2347
chr15	66774120	66774198	79	.	0.607595	8007.544304	0.988702	0.986165	0.990116	7987	8019	0	8056
chr15	66777341	66777447	107	.	0.560748	14354.121495	1.772322	1.762182	1.776752	14272	14390	0	14463
chr15	66782823	66782935	113	.	0.504425	7833.19469	0.967175	0.95431	0.96999	7729	7856	0	7881
chr15	90631743	90631846	104	.	0.663462	21490.548077	2.653466	2.092591	3.909595	16948	31664	0	32015
chr15	90631908	90631970	63	.	0.507937	13850.761905	1.710171	1.483384	1.719214	12014	13924	0	13941
chr16	68835605	68835681	77	.	0.480519	5523.922078	0.682046	0.680574	0.682796	5512	5530	0	5550
chr16	68846033	68846147	115	.	0.504348	14525.452174	1.793476	1.786877	1.816016	14472	14708	0	14790
chr16	68847214	68847319	106	.	0.537736	5265.084906	0.650087	0.647113	0.652422	5241	5284	0	5308
chr17	7572919	7573014	96	.	0.489583	6648.364583	0.820882	0.817133	0.822936	6618	6665	0	6681
chr17	7573893	7574042	150	.	0.626667	15036.42	1.856566	1.072842	2.269649	8689	18382	0	18469
chr17	7576484	7576693	210	.	0.32381	7623.733333	0.941312	0.669585	1.538329	5423	12459	0	12558
chr17	7576816	7576962	147	.	0.455782	6995.693878	0.863767	0.415357	1.037035	3364	8399	0	8481
chr17	7577011	7577188	178	.	0.55618	14575.539326	1.799661	0.807996	2.456955	6544	19899	0	20130
chr17	7577453	7577627	175	.	0.571429	14629.88	1.80637	0.998883	2.442756	8090	19784	0	20078
chr17	7578145	7578556	412	.	0.587379	39668.536408	4.897925	0.701934	11.040432	5685	89417	0	114590
chr17	7579289	7579596	308	.	0.603896	18143.87013	2.240247	1.176558	3.985777	9529	32281	0	42411
chr17	7579701	7579768	68	.	0.441176	818.264706	0.101032	0.100506	0.101246	814	820	0	820
chr17	7579833	7579930	98	.	0.561224	7267.27551	0.8973	0.895414	0.898624	7252	7278	0	7298
chr17	37868187	37868267	81	.	0.592593	9945.358025	1.227966	1.225823	1.22928	9928	9956	0	9985
chr17	37880215	37880324	110	.	0.545455	8649.972727	1.068023	1.060618	1.070867	8590	8673	0	8746
chr17	37880968	37881030	63	.	0.603175	11670.31746	1.440949	1.429674	1.448812	11579	11734	0	11746
chr17	37881285	37881366	82	.	0.621951	13176.902439	1.626969	1.616116	1.633031	13089	13226	0	13236
chr18	48575122	48575193	72	.	0.277778	1802.791667	0.222593	0.221878	0.222989	1797	1806	0	1810
chr18	48575579	48575679	101	.	0.237624	504.237624	0.062259	0.061859	0.062353	501	505	0	505
chr18	48581189	48581282	94	.	0.468085	8041.521277	0.992897	0.992215	0.99345	8036	8046	0	8062
chr18	48584501	48584595	95	.	0.547368	4855.631579	0.599531	0.598589	0.600935	4848	4867	0	4895
chr18	48586259	48586344	86	.	0.348837	1814.569767	0.224047	0.22336	0.224471	1809	1818	0	1823
chr18	48591819	48591929	111	.	0.432432	2887.216216	0.356488	0.355474	0.357079	2879	2892	0	2908
chr18	48593403	48593507	105	.	0.485714	20751.352381	2.562196	2.542768	2.567339	20594	20793	0	20885
chr18	48603029	48603120	92	.	0.641304	1946.891304	0.240385	0.239411	0.240769	1939	1950	0	1954
chr18	48604664	48604797	134	.	0.492537	7520.522388	0.928569	0.415357	1.043332	3364	8450	0	8495
chr19	1207005	1207104	100	.	0.64	4319.42	0.533324	0.524876	0.538705	4251	4363	0	4396
chr19	1220314	1220423	110	.	0.654545	9623.627273	1.188242	1.177422	1.19372	9536	9668	0	9694
chr19	1220466	1220574	109	.	0.743119	13092.009174	1.616487	1.595126	1.627475	12919	13181	0	13214
chr19	1221229	1221332	104	.	0.596154	4318.942308	0.533265	0.530433	0.534384	4296	4328	0	4356
chr19	1223054	1223144	91	.	0.626374	7389.626374	0.912407	0.905909	0.928257	7337	7518	0	7556
chr19	3114951	3115047	97	.	0.670103	9790.453608	1.20884	1.202116	1.210883	9736	9807	0	9830
chr19	3118936	3119024	89	.	0.58427	3576.247191	0.441564	0.441039	0.442027	3572	3580	0	3586
chr19	17945626	17945733	108	.	0.638889	4089.87037	0.504982	0.50401	0.505615	4082	4095	0	4102
chr19	17947973	17948078	106	.	0.537736	17469.009434	2.156921	2.145067	2.16334	17373	17521	0	17620
chr19	17954131	17954229	99	.	0.626263	2439.515152	0.30121	0.289787	0.306456	2347	2482	0	2518
chr20	36031667	36031769	103	.	0.669903	923.38835	0.114012	0.113717	0.114334	921	926	0	928
chr20	57484409	57484483	75	.	0.493333	6496.88	0.802178	0.797378	0.807008	6458	6536	0	6536
chr20	57484555	57484635	81	.	0.617284	12675.358025	1.565043	1.554504	1.569691	12590	12713	0	12776
chr22	24133940	24134037	98	.	0.5	6699.071429	0.827143	0.826023	0.828369	6690	6709	0	6740
chr22	24143223	24143310	88	.	0.590909	7342.488636	0.906587	0.902575	0.908625	7310	7359	0	7379
chr22	24145520	24145598	79	.	0.632911	15119.582278	1.866834	1.862564	1.869232	15085	15139	0	15173
chr22	24176261	24176373	113	.	0.690265	18544.867257	2.289759	2.26113	2.299776	18313	18626	0	18692
